POSTCODE,POSTCODE,SA2_MAINCODE_2011,SA2_NAME_2011
3673,3673,204021064,Benalla Region
3673,3673,204021067,Wangaratta Region
3675,3675,204021064,Benalla Region
3675,3675,204021067,Wangaratta Region
3675,3675,216021412,Moira
3677,3677,204021066,Wangaratta
3677,3677,204021067,Wangaratta Region
3678,3678,204021066,Wangaratta
3678,3678,204021067,Wangaratta Region
3678,3678,216021412,Moira
3682,3682,204021065,Rutherglen
3682,3682,204021067,Wangaratta Region
3683,3683,204031070,Chiltern - Indigo Valley
3685,3685,204021065,Rutherglen
3685,3685,204021067,Wangaratta Region
3685,3685,204031070,Chiltern - Indigo Valley
3685,3685,216021412,Moira
3687,3687,204021065,Rutherglen
3688,3688,204031070,Chiltern - Indigo Valley
3690,3690,204031073,West Wodonga
3690,3690,204031074,Wodonga
3691,3691,109011172,Albury - East
3691,3691,204031069,Bright - Mount Beauty
3691,3691,204031072,Towong
3691,3691,204031073,West Wodonga
3691,3691,204031074,Wodonga
3691,3691,204031075,Yackandandah
3694,3694,109011174,Albury - South
3694,3694,204031074,Wodonga
3695,3695,204031075,Yackandandah
3697,3697,204031069,Bright - Mount Beauty
3698,3698,204031069,Bright - Mount Beauty
3699,3699,204031069,Bright - Mount Beauty
3700,3700,204031072,Towong
3700,3700,204031075,Yackandandah
3701,3701,204031072,Towong
3701,3701,205021082,Bruthen - Omeo
3704,3704,204031072,Towong
3705,3705,204031072,Towong
3707,3707,113021260,Tumbarumba
3707,3707,204031072,Towong
3708,3708,204031072,Towong
3709,3709,109011175,Albury Region
3709,3709,113021260,Tumbarumba
3709,3709,204031072,Towong
3711,3711,204011054,Alexandra
3712,3712,204011054,Alexandra
3713,3713,204011054,Alexandra
3713,3713,204011057,Mansfield (Vic.)
3714,3714,204011054,Alexandra
3714,3714,204011062,Yea
3715,3715,204011057,Mansfield (Vic.)
3717,3717,204011062,Yea
3718,3718,204011054,Alexandra
3718,3718,204011062,Yea
3719,3719,204011054,Alexandra
3719,3719,204011057,Mansfield (Vic.)
3720,3720,204011057,Mansfield (Vic.)
3722,3722,204011057,Mansfield (Vic.)
3723,3723,204011057,Mansfield (Vic.)
3723,3723,204021064,Benalla Region
3723,3723,204021067,Wangaratta Region
3725,3725,204021064,Benalla Region
3726,3726,204021064,Benalla Region
3727,3727,216021412,Moira
3728,3728,216021412,Moira
3730,3730,216021412,Moira
3730,3730,216021414,Yarrawonga
3732,3732,204021067,Wangaratta Region
3733,3733,204021067,Wangaratta Region
3735,3735,204021067,Wangaratta Region
3737,3737,204031069,Bright - Mount Beauty
3737,3737,204031071,Myrtleford
3737,3737,204031075,Yackandandah
3738,3738,204031071,Myrtleford
3739,3739,204031071,Myrtleford
3740,3740,204031069,Bright - Mount Beauty
3740,3740,204031071,Myrtleford
3741,3741,204031069,Bright - Mount Beauty
3744,3744,204031069,Bright - Mount Beauty
3746,3746,204021067,Wangaratta Region
3747,3747,204021067,Wangaratta Region
3747,3747,204031068,Beechworth
3749,3749,204031075,Yackandandah
3750,3750,209041218,Epping
3750,3750,209041222,South Morang
3751,3751,209041218,Epping
3751,3751,209041225,Whittlesea
3752,3752,209041220,Mill Park - North
3752,3752,209041222,South Morang
3753,3753,209041224,Wallan
3753,3753,209041225,Whittlesea
3754,3754,209031210,Hurstbridge
3754,3754,209031212,Panton Hill - St Andrews
3754,3754,209041222,South Morang
3755,3755,209031212,Panton Hill - St Andrews
3755,3755,209041225,Whittlesea
3756,3756,209041224,Wallan
3756,3756,210021235,Romsey
3757,3757,209031211,Kinglake
3757,3757,209041225,Whittlesea
3758,3758,209041224,Wallan
3759,3759,209031212,Panton Hill - St Andrews
3760,3760,209031212,Panton Hill - St Andrews
3761,3761,209031212,Panton Hill - St Andrews
3762,3762,209041224,Wallan
3762,3762,210021235,Romsey
3763,3763,209031211,Kinglake
3763,3763,209031212,Panton Hill - St Andrews
3764,3764,204011056,Kilmore - Broadford
3764,3764,204011060,Seymour Region
3764,3764,210021235,Romsey
3765,3765,211051280,Montrose
3765,3765,211051281,Mooroolbark
3765,3765,211051282,Mount Dandenong - Olinda
3766,3766,211051280,Montrose
3766,3766,211051282,Mount Dandenong - Olinda
3766,3766,211051283,Mount Evelyn
3767,3767,211051282,Mount Dandenong - Olinda
3770,3770,211051276,Healesville - Yarra Glen
3770,3770,211051278,Lilydale - Coldstream
3770,3770,211051285,Wandin - Seville
3775,3775,209031212,Panton Hill - St Andrews
3775,3775,211051276,Healesville - Yarra Glen
3777,3777,209031211,Kinglake
3777,3777,211051276,Healesville - Yarra Glen
3777,3777,211051286,Yarra Valley
3778,3778,204011054,Alexandra
3779,3779,204011054,Alexandra
3781,3781,212011289,Emerald - Cockatoo
3782,3782,211051279,Monbulk - Silvan
3782,3782,211051282,Mount Dandenong - Olinda
3782,3782,212011289,Emerald - Cockatoo
3783,3783,212011289,Emerald - Cockatoo
3785,3785,211051282,Mount Dandenong - Olinda
3786,3786,211051282,Mount Dandenong - Olinda
3787,3787,211011252,Boronia - The Basin
3787,3787,211051282,Mount Dandenong - Olinda
3788,3788,211051279,Monbulk - Silvan
3788,3788,211051282,Mount Dandenong - Olinda
3789,3789,211051282,Mount Dandenong - Olinda
3791,3791,211051282,Mount Dandenong - Olinda
3792,3792,211051279,Monbulk - Silvan
3792,3792,211051282,Mount Dandenong - Olinda
3793,3793,211051279,Monbulk - Silvan
3793,3793,211051282,Mount Dandenong - Olinda
3795,3795,211051279,Monbulk - Silvan
3795,3795,211051282,Mount Dandenong - Olinda
3796,3796,211051283,Mount Evelyn
3796,3796,211051285,Wandin - Seville
3797,3797,211051286,Yarra Valley
3799,3799,204011061,Upper Yarra Valley
3799,3799,211051286,Yarra Valley
3800,3800,212051320,Clayton
3802,3802,212021296,Endeavour Hills
3803,3803,212021297,Hallam
3803,3803,212021299,Narre Warren North
3804,3804,211051274,Belgrave - Selby
3804,3804,212021299,Narre Warren North
3805,3805,212021294,Berwick - South
3805,3805,212021298,Narre Warren
3805,3805,212031307,Narre Warren South
3806,3806,212021293,Berwick - North
3806,3806,212021294,Berwick - South
3806,3806,212021299,Narre Warren North
3807,3807,212011287,Beaconsfield - Officer
3807,3807,212021294,Berwick - South
3808,3808,212011287,Beaconsfield - Officer
3808,3808,212011289,Emerald - Cockatoo
3809,3809,212011287,Beaconsfield - Officer
3809,3809,212011290,Koo Wee Rup
3810,3810,212011288,Bunyip - Garfield
3810,3810,212011289,Emerald - Cockatoo
3810,3810,212011290,Koo Wee Rup
3810,3810,212011291,Pakenham - North
3810,3810,212011292,Pakenham - South
3812,3812,212011288,Bunyip - Garfield
3812,3812,212011289,Emerald - Cockatoo
3813,3813,212011288,Bunyip - Garfield
3814,3814,212011288,Bunyip - Garfield
3815,3815,212011288,Bunyip - Garfield
3816,3816,205011076,Drouin
3816,3816,212011288,Bunyip - Garfield
3816,3816,212011290,Koo Wee Rup
3818,3818,205011076,Drouin
3818,3818,205011077,Mount Baw Baw Region
3818,3818,205011079,Warragul
3820,3820,205011079,Warragul
3821,3821,205011077,Mount Baw Baw Region
3821,3821,205011078,Trafalgar (Vic.)
3821,3821,205011079,Warragul
3822,3822,205011078,Trafalgar (Vic.)
3822,3822,205011079,Warragul
3823,3823,205011078,Trafalgar (Vic.)
3823,3823,205011079,Warragul
3824,3824,205011078,Trafalgar (Vic.)
3825,3825,205011077,Mount Baw Baw Region
3825,3825,205011078,Trafalgar (Vic.)
3825,3825,205041095,Moe - Newborough
3825,3825,205041098,Yallourn North - Glengarry
3831,3831,205011077,Mount Baw Baw Region
3832,3832,205011077,Mount Baw Baw Region
3833,3833,205011077,Mount Baw Baw Region
3833,3833,211051286,Yarra Valley
3835,3835,205011078,Trafalgar (Vic.)
3835,3835,205031090,Leongatha
3840,3840,205041094,Churchill
3840,3840,205041096,Morwell
3842,3842,205041094,Churchill
3844,3844,205041094,Churchill
3844,3844,205041097,Traralgon
3844,3844,205041098,Yallourn North - Glengarry
3844,3844,205051102,Rosedale
3844,3844,205051104,Yarram
3847,3847,205051102,Rosedale
3847,3847,205051104,Yarram
3850,3850,205051100,Longford - Loch Sport
3850,3850,205051101,Maffra
3850,3850,205051103,Sale
3851,3851,205051100,Longford - Loch Sport
3851,3851,205051101,Maffra
3851,3851,205051102,Rosedale
3851,3851,205051103,Sale
3851,3851,205051104,Yarram
3852,3852,205051100,Longford - Loch Sport
3854,3854,205041098,Yallourn North - Glengarry
3854,3854,205051102,Rosedale
3856,3856,205041098,Yallourn North - Glengarry
3856,3856,205051102,Rosedale
3857,3857,205041098,Yallourn North - Glengarry
3857,3857,205051101,Maffra
3857,3857,205051102,Rosedale
3858,3858,205051099,Alps - West
3858,3858,205051101,Maffra
3858,3858,205051102,Rosedale
3859,3859,205051101,Maffra
3860,3860,205051101,Maffra
3862,3862,205021082,Bruthen - Omeo
3862,3862,205051099,Alps - West
3862,3862,205051100,Longford - Loch Sport
3862,3862,205051101,Maffra
3864,3864,205021082,Bruthen - Omeo
3865,3865,205021082,Bruthen - Omeo
3869,3869,205041094,Churchill
3870,3870,205031090,Leongatha
3870,3870,205041094,Churchill
3870,3870,205051104,Yarram
3871,3871,205011078,Trafalgar (Vic.)
3871,3871,205031087,Foster
3871,3871,205031090,Leongatha
3871,3871,205041094,Churchill
3873,3873,205051102,Rosedale
3873,3873,205051104,Yarram
3874,3874,205051104,Yarram
3875,3875,205021081,Bairnsdale
3875,3875,205021082,Bruthen - Omeo
3875,3875,205021086,Paynesville
3878,3878,205021081,Bairnsdale
3878,3878,205021086,Paynesville
3880,3880,205021086,Paynesville
3880,3880,205051100,Longford - Loch Sport
3882,3882,205021082,Bruthen - Omeo
3885,3885,205021082,Bruthen - Omeo
3885,3885,205021085,Orbost
3886,3886,205021085,Orbost
3887,3887,205021084,Lakes Entrance
3887,3887,205021085,Orbost
3888,3888,205021085,Orbost
3889,3889,205021085,Orbost
3890,3890,205021085,Orbost
3891,3891,205021085,Orbost
3892,3892,205021085,Orbost
3893,3893,205021082,Bruthen - Omeo
3893,3893,205021085,Orbost
3895,3895,205021082,Bruthen - Omeo
3896,3896,205021082,Bruthen - Omeo
3898,3898,204031069,Bright - Mount Beauty
3898,3898,205021082,Bruthen - Omeo
3900,3900,205021082,Bruthen - Omeo
3902,3902,205021082,Bruthen - Omeo
3903,3903,205021082,Bruthen - Omeo
3903,3903,205021084,Lakes Entrance
3904,3904,205021084,Lakes Entrance
3909,3909,205021084,Lakes Entrance
3909,3909,205021085,Orbost
3910,3910,214011374,Langwarrin
3911,3911,214011374,Langwarrin
3911,3911,214021385,Somerville
3912,3912,212031308,Pearcedale - Tooradin
3912,3912,214021385,Somerville
3913,3913,214021385,Somerville
3915,3915,214021378,Flinders
3915,3915,214021379,Hastings - Somers
3916,3916,214021378,Flinders
3918,3918,214021379,Hastings - Somers
3919,3919,214021379,Hastings - Somers
3920,3920,214021379,Hastings - Somers
3921,3921,205031088,French Island
3922,3922,205031091,Phillip Island
3923,3923,205031091,Phillip Island
3925,3925,205031091,Phillip Island
3925,3925,205031093,Wonthaggi - Inverloch
3926,3926,214021378,Flinders
3926,3926,214021379,Hastings - Somers
3927,3927,214021379,Hastings - Somers
3928,3928,214021378,Flinders
3929,3929,214021378,Flinders
3930,3930,214021381,Mount Eliza
3931,3931,214021380,Mornington
3933,3933,214021385,Somerville
3934,3934,214021382,Mount Martha
3936,3936,214021377,Dromana
3936,3936,214021384,Rosebud - McCrae
3937,3937,214021378,Flinders
3938,3938,214021384,Rosebud - McCrae
3939,3939,214021378,Flinders
3939,3939,214021383,Point Nepean
3939,3939,214021384,Rosebud - McCrae
3940,3940,214021384,Rosebud - McCrae
3941,3941,214021383,Point Nepean
3942,3942,214021383,Point Nepean
3943,3943,214021383,Point Nepean
3944,3944,214021383,Point Nepean
3945,3945,205031089,Korumburra
3945,3945,205031093,Wonthaggi - Inverloch
3946,3946,205031089,Korumburra
3950,3950,205031089,Korumburra
3950,3950,205031090,Leongatha
3951,3951,205031089,Korumburra
3951,3951,205031090,Leongatha
3953,3953,205011078,Trafalgar (Vic.)
3953,3953,205031089,Korumburra
3953,3953,205031090,Leongatha
3954,3954,205031090,Leongatha
3956,3956,205031087,Foster
3956,3956,205031090,Leongatha
3957,3957,205031087,Foster
3958,3958,205031087,Foster
3959,3959,205031087,Foster
3960,3960,205031087,Foster
3960,3960,205031092,Wilsons Promontory
3962,3962,205031087,Foster
3962,3962,205051104,Yarram
3964,3964,205031087,Foster
3965,3965,205031087,Foster
3966,3966,205031087,Foster
3966,3966,205051104,Yarram
3967,3967,205031087,Foster
3967,3967,205051104,Yarram
3971,3971,205051104,Yarram
3975,3975,212031306,Lynbrook - Lyndhurst
3975,3975,212041311,Dandenong
3976,3976,212031305,Hampton Park - Lynbrook
3977,3977,212031300,Cranbourne
3977,3977,212031301,Cranbourne East
3977,3977,212031302,Cranbourne North
3977,3977,212031303,Cranbourne South
3977,3977,212031304,Cranbourne West
3977,3977,212031307,Narre Warren South
3977,3977,212031308,Pearcedale - Tooradin
3977,3977,214011376,Skye - Sandhurst
3978,3978,212011290,Koo Wee Rup
3978,3978,212031301,Cranbourne East
3978,3978,212031303,Cranbourne South
3979,3979,205031093,Wonthaggi - Inverloch
3980,3980,212011290,Koo Wee Rup
3980,3980,212031308,Pearcedale - Tooradin
3981,3981,205011076,Drouin
3981,3981,212011288,Bunyip - Garfield
3981,3981,212011290,Koo Wee Rup
3984,3984,205031089,Korumburra
3984,3984,205031093,Wonthaggi - Inverloch
3984,3984,212011290,Koo Wee Rup
3987,3987,205031089,Korumburra
3987,3987,212011290,Koo Wee Rup
3988,3988,205011076,Drouin
3988,3988,205011079,Warragul
3988,3988,205031089,Korumburra
3990,3990,205031093,Wonthaggi - Inverloch
3991,3991,205031093,Wonthaggi - Inverloch
3992,3992,205031093,Wonthaggi - Inverloch
3995,3995,205031093,Wonthaggi - Inverloch
3996,3996,205031087,Foster
3996,3996,205031093,Wonthaggi - Inverloch
4000,4000,305011105,Brisbane City
4000,4000,305011106,Fortitude Valley
4000,4000,305011111,Spring Hill
4000,4000,305041136,Red Hill (Qld)
4005,4005,305011109,New Farm
4005,4005,305031128,Newstead - Bowen Hills
4006,4006,305011106,Fortitude Valley
4006,4006,305011109,New Farm
4006,4006,305011111,Spring Hill
4006,4006,305031126,Kelvin Grove - Herston
4006,4006,305031128,Newstead - Bowen Hills
4006,4006,305031130,Windsor
4007,4007,305031119,Albion
4007,4007,305031121,Ascot
4007,4007,305031122,Clayfield
4007,4007,305031124,Hamilton (Qld)
4007,4007,305031125,Hendra
4008,4008,302031036,Brisbane Airport
4008,4008,302031037,Eagle Farm - Pinkenba
4009,4009,302031036,Brisbane Airport
4009,4009,302031037,Eagle Farm - Pinkenba
4009,4009,302031039,Nudgee - Banyo
4009,4009,305031124,Hamilton (Qld)
4009,4009,305031125,Hendra
4010,4010,305031119,Albion
4010,4010,305031130,Windsor
4010,4010,305031131,Wooloowin - Lutwyche
4011,4011,305031119,Albion
4011,4011,305031121,Ascot
4011,4011,305031122,Clayfield
4011,4011,305031125,Hendra
4011,4011,305031131,Wooloowin - Lutwyche
4012,4012,302021028,Chermside
4012,4012,302021030,Geebung
4012,4012,302021031,Kedron - Gordon Park
4012,4012,302021034,Wavell Heights
4012,4012,302031040,Nundah
4012,4012,305031122,Clayfield
4013,4013,302031038,Northgate - Virginia
4013,4013,302031040,Nundah
4014,4014,302021034,Wavell Heights
4014,4014,302031038,Northgate - Virginia
4014,4014,302031039,Nudgee - Banyo
4017,4017,302041041,Bracken Ridge
4017,4017,302041042,Brighton (Qld)
4017,4017,302041043,Deagon
4017,4017,302041044,Sandgate - Shorncliffe
4018,4018,302041045,Taigum - Fitzgibbon
4019,4019,313051377,Clontarf
4019,4019,313051378,Margate - Woody Point
4019,4019,313051379,Redcliffe
4019,4019,313051380,Rothwell - Kippa-Ring
4020,4020,313051379,Redcliffe
4020,4020,313051380,Rothwell - Kippa-Ring
4020,4020,313051381,Scarborough - Newport
4021,4021,313051380,Rothwell - Kippa-Ring
4022,4022,313041373,Deception Bay
4022,4022,313051380,Rothwell - Kippa-Ring
4025,4025,301021010,Redland Islands
4029,4029,305031126,Kelvin Grove - Herston
4030,4030,305031122,Clayfield
4030,4030,305031123,Grange
4030,4030,305031129,Wilston
4030,4030,305031130,Windsor
4030,4030,305031131,Wooloowin - Lutwyche
4031,4031,302021031,Kedron - Gordon Park
4031,4031,302021034,Wavell Heights
4031,4031,305031131,Wooloowin - Lutwyche
4032,4032,302021027,Aspley
4032,4032,302021028,Chermside
4032,4032,302021029,Chermside West
4032,4032,302021031,Kedron - Gordon Park
4032,4032,302021033,Stafford Heights
4032,4032,302021034,Wavell Heights
4034,4034,302011023,Bridgeman Downs
4034,4034,302011024,Carseldine
4034,4034,302021027,Aspley
4034,4034,302021029,Chermside West
4034,4034,302021030,Geebung
4034,4034,302031035,Boondall
4034,4034,302041043,Deagon
4034,4034,302041045,Taigum - Fitzgibbon
4034,4034,302041046,Zillmere
4035,4035,302011023,Bridgeman Downs
4035,4035,302011024,Carseldine
4035,4035,302011026,McDowall
4035,4035,314011382,Albany Creek
4036,4036,302011022,Bald Hills
4036,4036,302041041,Bracken Ridge
4037,4037,314011385,Eatons Hill
4037,4037,314011387,Samford Valley
4051,4051,302011025,Everton Park
4051,4051,304041098,Enoggera
4051,4051,304041101,Mitchelton
4051,4051,305031120,Alderley
4051,4051,305031123,Grange
4051,4051,305031127,Newmarket
4051,4051,305031129,Wilston
4051,4051,305031130,Windsor
4051,4051,305041132,Ashgrove
4053,4053,302011023,Bridgeman Downs
4053,4053,302011025,Everton Park
4053,4053,302011026,McDowall
4053,4053,302021031,Kedron - Gordon Park
4053,4053,302021032,Stafford
4053,4053,302021033,Stafford Heights
4053,4053,304041100,Keperra
4053,4053,304041101,Mitchelton
4053,4053,305031120,Alderley
4053,4053,305031123,Grange
4053,4053,314011386,Hills District
4054,4054,304041100,Keperra
4054,4054,304041101,Mitchelton
4054,4054,314011386,Hills District
4055,4055,304041100,Keperra
4055,4055,304041104,Upper Kedron - Ferny Grove
4055,4055,314011382,Albany Creek
4055,4055,314011386,Hills District
4055,4055,314011387,Samford Valley
4059,4059,305011105,Brisbane City
4059,4059,305031126,Kelvin Grove - Herston
4059,4059,305041135,Paddington - Milton
4059,4059,305041136,Red Hill (Qld)
4060,4060,304041098,Enoggera
4060,4060,305031120,Alderley
4060,4060,305041132,Ashgrove
4060,4060,305041134,Bardon
4061,4061,304041100,Keperra
4061,4061,304041103,The Gap
4061,4061,305041132,Ashgrove
4064,4064,305041134,Bardon
4064,4064,305041135,Paddington - Milton
4064,4064,305041136,Red Hill (Qld)
4065,4065,305041132,Ashgrove
4065,4065,305041133,Auchenflower
4065,4065,305041134,Bardon
4065,4065,305041135,Paddington - Milton
4065,4065,305041136,Red Hill (Qld)
4066,4066,304031097,Taringa
4066,4066,305041133,Auchenflower
4066,4066,305041134,Bardon
4066,4066,305041135,Paddington - Milton
4066,4066,305041137,Toowong
4067,4067,304031096,St Lucia
4068,4068,304021088,Chapel Hill
4068,4068,304031092,Chelmer - Graceville
4068,4068,304031094,Indooroopilly
4068,4068,304031096,St Lucia
4068,4068,304031097,Taringa
4068,4068,305041137,Toowong
4069,4069,304021087,Brookfield - Kenmore Hills
4069,4069,304021088,Chapel Hill
4069,4069,304021089,Fig Tree Pocket
4069,4069,304021090,Kenmore
4069,4069,304021091,Pinjarra Hills - Pullenvale
4069,4069,304031094,Indooroopilly
4070,4070,304021086,Bellbowrie - Moggill
4070,4070,304021091,Pinjarra Hills - Pullenvale
4070,4070,310031289,Karalee - Barellan Point
4072,4072,304031096,St Lucia
4073,4073,304011084,Seventeen Mile Rocks - Sinnamon Park
4074,4074,304011081,Jindalee - Mount Ommaney
4074,4074,304011082,Middle Park - Jamboree Heights
4074,4074,304011083,Riverhills
4074,4074,304011084,Seventeen Mile Rocks - Sinnamon Park
4074,4074,304011085,Westlake
4074,4074,310011271,Darra - Sumner
4075,4075,304011084,Seventeen Mile Rocks - Sinnamon Park
4075,4075,304031092,Chelmer - Graceville
4075,4075,304031093,Corinda
4075,4075,304031095,Sherwood
4075,4075,310011271,Darra - Sumner
4075,4075,310011272,Durack
4075,4075,310011275,Oxley (Qld)
4076,4076,310011271,Darra - Sumner
4076,4076,310011274,Inala - Richlands
4076,4076,310011276,Wacol
4077,4077,303051074,Pallara - Willawong
4077,4077,310011272,Durack
4077,4077,310011273,Forest Lake - Doolandella
4077,4077,310011274,Inala - Richlands
4078,4078,303051074,Pallara - Willawong
4078,4078,310011273,Forest Lake - Doolandella
4101,4101,303021054,Fairfield - Dutton Park
4101,4101,305011107,Highgate Hill
4101,4101,305011110,South Brisbane
4101,4101,305011112,West End
4102,4102,303021054,Fairfield - Dutton Park
4102,4102,303021055,Greenslopes
4102,4102,303021058,Woolloongabba
4102,4102,305011107,Highgate Hill
4102,4102,305011110,South Brisbane
4102,4102,305021115,East Brisbane
4103,4103,303021052,Annerley
4103,4103,303021054,Fairfield - Dutton Park
4103,4103,303021059,Yeronga
4103,4103,303041068,Moorooka
4103,4103,303041071,Tarragindi
4104,4104,303021059,Yeronga
4105,4105,303021052,Annerley
4105,4105,303021059,Yeronga
4105,4105,303041068,Moorooka
4105,4105,303041071,Tarragindi
4106,4106,303051076,Rocklea - Acacia Ridge
4106,4106,304031093,Corinda
4107,4107,303041067,Coopers Plains
4107,4107,303041068,Moorooka
4107,4107,303041070,Salisbury - Nathan
4108,4108,303041067,Coopers Plains
4108,4108,303041069,Robertson
4108,4108,303051076,Rocklea - Acacia Ridge
4108,4108,303061079,Sunnybank
4109,4109,303031061,Macgregor (Qld)
4109,4109,303031065,Upper Mount Gravatt
4109,4109,303041067,Coopers Plains
4109,4109,303041069,Robertson
4109,4109,303061078,Runcorn
4109,4109,303061079,Sunnybank
4109,4109,303061080,Sunnybank Hills
4110,4110,303051072,Algester
4110,4110,303051074,Pallara - Willawong
4110,4110,303051075,Parkinson - Drewvale
4110,4110,303051076,Rocklea - Acacia Ridge
4110,4110,303061080,Sunnybank Hills
4110,4110,310011273,Forest Lake - Doolandella
4111,4111,303041070,Salisbury - Nathan
4112,4112,303061077,Kuraby
4112,4112,303061078,Runcorn
4113,4113,303031060,Eight Mile Plains
4113,4113,303061077,Kuraby
4113,4113,303061078,Runcorn
4113,4113,303061079,Sunnybank
4114,4114,311061330,Kingston
4114,4114,311061331,Logan Central
4114,4114,311061333,Slacks Creek
4114,4114,311061336,Woodridge
4115,4115,303051072,Algester
4115,4115,303051073,Calamvale - Stretton
4115,4115,303051075,Parkinson - Drewvale
4115,4115,303061080,Sunnybank Hills
4116,4116,303051073,Calamvale - Stretton
4116,4116,303051075,Parkinson - Drewvale
4116,4116,303061080,Sunnybank Hills
4117,4117,303051073,Calamvale - Stretton
4117,4117,311031312,Browns Plains
4117,4117,311061331,Logan Central
4118,4118,311031311,Boronia Heights - Park Ridge
4118,4118,311031312,Browns Plains
4118,4118,311031316,Hillcrest
4118,4118,311031317,Marsden
4118,4118,311031319,Regents Park - Heritage Park
4119,4119,311061332,Rochedale South - Priestdale
4119,4119,311061335,Underwood
4120,4120,303021052,Annerley
4120,4120,303021053,Coorparoo
4120,4120,303021055,Greenslopes
4120,4120,303021056,Holland Park
4120,4120,303021058,Woolloongabba
4120,4120,303041071,Tarragindi
4121,4121,303021052,Annerley
4121,4121,303021056,Holland Park
4121,4121,303021057,Holland Park West
4121,4121,303031063,Mount Gravatt
4121,4121,303041068,Moorooka
4121,4121,303041071,Tarragindi
4122,4122,303011050,Carina Heights
4122,4122,303011051,Carindale
4122,4122,303031061,Macgregor (Qld)
4122,4122,303031062,Mansfield (Qld)
4122,4122,303031063,Mount Gravatt
4122,4122,303031065,Upper Mount Gravatt
4122,4122,303031066,Wishart
4123,4123,303031064,Rochedale - Burbank
4123,4123,311061332,Rochedale South - Priestdale
4124,4124,310041296,Bellbird Park - Brookwater
4124,4124,310041304,Springfield Lakes
4124,4124,311031311,Boronia Heights - Park Ridge
4124,4124,311031316,Hillcrest
4124,4124,311041320,Greenbank
4125,4125,311031311,Boronia Heights - Park Ridge
4125,4125,311031313,Chambers Flat - Logan Reserve
4125,4125,311031318,Munruben - Park Ridge South
4127,4127,303031064,Rochedale - Burbank
4127,4127,311051327,Shailer Park
4127,4127,311061329,Daisy Hill
4127,4127,311061331,Logan Central
4127,4127,311061332,Rochedale South - Priestdale
4127,4127,311061333,Slacks Creek
4127,4127,311061334,Springwood
4127,4127,311061336,Woodridge
4128,4128,311051325,Loganholme - Tanah Merah
4128,4128,311051327,Shailer Park
4128,4128,311061329,Daisy Hill
4129,4129,311051325,Loganholme - Tanah Merah
4130,4130,311051324,Cornubia - Carbrook
4130,4130,311051325,Loganholme - Tanah Merah
4131,4131,311051326,Loganlea
4131,4131,311051328,Waterford West
4132,4132,311031314,Crestmead
4132,4132,311031317,Marsden
4133,4133,311021308,Edens Landing - Holmview
4133,4133,311031313,Chambers Flat - Logan Reserve
4133,4133,311031314,Crestmead
4133,4133,311051323,Bethania - Waterford
4133,4133,311051326,Loganlea
4133,4133,311051328,Waterford West
4151,4151,303011047,Camp Hill
4151,4151,303021053,Coorparoo
4151,4151,303021055,Greenslopes
4151,4151,303021056,Holland Park
4151,4151,305021118,Norman Park
4152,4152,303011047,Camp Hill
4152,4152,303011049,Carina
4152,4152,303011050,Carina Heights
4152,4152,303011051,Carindale
4152,4152,303021053,Coorparoo
4152,4152,305021117,Morningside - Seven Hills
4152,4152,305021118,Norman Park
4153,4153,301011002,Belmont - Gumdale
4153,4153,303011051,Carindale
4154,4154,301011002,Belmont - Gumdale
4154,4154,301031018,Tingalpa
4154,4154,301031019,Wakerley
4155,4155,301011002,Belmont - Gumdale
4156,4156,301011002,Belmont - Gumdale
4156,4156,303011051,Carindale
4156,4156,303031062,Mansfield (Qld)
4156,4156,303031064,Rochedale - Burbank
4157,4157,301011002,Belmont - Gumdale
4157,4157,301011004,Capalaba
4157,4157,301021011,Sheldon - Mount Cotton
4158,4158,301011003,Birkdale
4158,4158,301011005,Thorneside
4159,4159,301011003,Birkdale
4159,4159,301011004,Capalaba
4159,4159,301011005,Thorneside
4160,4160,301011001,Alexandra Hills
4160,4160,301011003,Birkdale
4160,4160,301011006,Wellington Point
4160,4160,301021008,Ormiston
4161,4161,301011001,Alexandra Hills
4161,4161,301011003,Birkdale
4161,4161,301011004,Capalaba
4161,4161,301011006,Wellington Point
4161,4161,301021012,Thornlands
4163,4163,301021007,Cleveland
4163,4163,301021008,Ormiston
4164,4164,301021011,Sheldon - Mount Cotton
4164,4164,301021012,Thornlands
4165,4165,301021009,Redland Bay
4165,4165,301021011,Sheldon - Mount Cotton
4165,4165,301021012,Thornlands
4165,4165,301021013,Victoria Point
4169,4169,303021058,Woolloongabba
4169,4169,305011108,Kangaroo Point
4169,4169,305021115,East Brisbane
4170,4170,301031017,Murarrie
4170,4170,303011047,Camp Hill
4170,4170,303011048,Cannon Hill
4170,4170,305021113,Balmoral
4170,4170,305021116,Hawthorne
4170,4170,305021117,Morningside - Seven Hills
4170,4170,305021118,Norman Park
4171,4171,305021113,Balmoral
4171,4171,305021114,Bulimba
4171,4171,305021116,Hawthorne
4171,4171,305021117,Morningside - Seven Hills
4172,4172,301031017,Murarrie
4172,4172,303011048,Cannon Hill
4172,4172,305021117,Morningside - Seven Hills
4173,4173,301011002,Belmont - Gumdale
4173,4173,301031018,Tingalpa
4173,4173,301031019,Wakerley
4174,4174,301031018,Tingalpa
4174,4174,301031021,Wynnum West - Hemmant
4178,4178,301031014,Brisbane Port - Lytton
4178,4178,301031020,Wynnum
4178,4178,301031021,Wynnum West - Hemmant
4179,4179,301031015,Manly - Lota
