POSTCODE,POSTCODE,SA2_MAINCODE_2011,SA2_NAME_2011
3192,3192,208011171,Cheltenham - Highett (West)
3192,3192,208031188,Cheltenham - Highett (East)
3193,3193,208011168,Beaumaris
3193,3193,208011173,Sandringham - Black Rock
3194,3194,208031190,Mentone
3195,3195,208031183,Aspendale Gardens - Waterways
3195,3195,208031184,Braeside
3195,3195,208031189,Edithvale - Aspendale
3195,3195,208031193,Mordialloc - Parkdale
3196,3196,208031186,Chelsea - Bonbeach
3196,3196,208031187,Chelsea Heights
3196,3196,208031189,Edithvale - Aspendale
3197,3197,208031185,Carrum - Patterson Lakes
3197,3197,214011375,Seaford (Vic.)
3198,3198,214011375,Seaford (Vic.)
3199,3199,214011371,Frankston
3199,3199,214011372,Frankston North
3199,3199,214011373,Frankston South
3200,3200,214011372,Frankston North
3201,3201,214011370,Carrum Downs
3201,3201,214011375,Seaford (Vic.)
3202,3202,208031191,Moorabbin - Heatherton
3204,3204,208021174,Bentleigh - McKinnon
3204,3204,208021175,Bentleigh East
3204,3204,208021182,Ormond - Glen Huntly
3205,3205,206051132,South Melbourne
3206,3206,206051128,Albert Park
3206,3206,206051132,South Melbourne
3206,3206,206051133,St Kilda
3207,3207,206041118,Docklands
3207,3207,206051130,Port Melbourne
3207,3207,206051131,Port Melbourne Industrial
3211,3211,203021043,Lara
3211,3211,213051367,Werribee
3212,3212,203021043,Lara
3214,3214,203021038,Corio - Norlane
3215,3215,203021039,Geelong
3215,3215,203021040,Geelong West - Hamlyn Heights
3215,3215,203021047,North Geelong - Bell Park
3216,3216,203011036,Winchelsea
3216,3216,203021037,Belmont
3216,3216,203021041,Grovedale
3216,3216,203021042,Highton
3216,3216,203031053,Torquay
3217,3217,203021042,Highton
3218,3218,203021040,Geelong West - Hamlyn Heights
3219,3219,203021039,Geelong
3219,3219,203021045,Newcomb - Moolap
3220,3220,203021039,Geelong
3220,3220,203021046,Newtown (Vic.)
3221,3221,203011034,Bannockburn
3221,3221,203011035,Golden Plains - South
3221,3221,203011036,Winchelsea
3221,3221,203021038,Corio - Norlane
3221,3221,203021040,Geelong West - Hamlyn Heights
3221,3221,203021042,Highton
3221,3221,203021043,Lara
3221,3221,203021045,Newcomb - Moolap
3221,3221,203021047,North Geelong - Bell Park
3221,3221,203031050,Ocean Grove - Barwon Heads
3221,3221,203031051,Portarlington
3221,3221,217021431,Otway
3222,3222,203021044,Leopold
3222,3222,203031048,Clifton Springs
3222,3222,203031050,Ocean Grove - Barwon Heads
3222,3222,203031052,Queenscliff
3223,3223,203031051,Portarlington
3224,3224,203021044,Leopold
3225,3225,203031052,Queenscliff
3226,3226,203031050,Ocean Grove - Barwon Heads
3227,3227,203031050,Ocean Grove - Barwon Heads
3228,3228,203031053,Torquay
3230,3230,203031049,Lorne - Anglesea
3231,3231,203031049,Lorne - Anglesea
3232,3232,203031049,Lorne - Anglesea
3233,3233,217021431,Otway
3235,3235,203011036,Winchelsea
3235,3235,203031049,Lorne - Anglesea
3235,3235,217021426,Colac Region
3236,3236,217021426,Colac Region
3236,3236,217021431,Otway
3237,3237,217021428,Corangamite - South
3237,3237,217021431,Otway
3238,3238,217021431,Otway
3239,3239,217021428,Corangamite - South
3239,3239,217021431,Otway
3240,3240,203011036,Winchelsea
3241,3241,203011036,Winchelsea
3241,3241,203031049,Lorne - Anglesea
3241,3241,217021426,Colac Region
3242,3242,203011036,Winchelsea
3242,3242,217021426,Colac Region
3243,3243,217021426,Colac Region
3249,3249,217021426,Colac Region
3249,3249,217021428,Corangamite - South
3249,3249,217021431,Otway
3250,3250,217021425,Colac
3250,3250,217021426,Colac Region
3251,3251,217021426,Colac Region
3251,3251,217021427,Corangamite - North
3254,3254,217021426,Colac Region
3260,3260,217021424,Camperdown
3260,3260,217021426,Colac Region
3260,3260,217021427,Corangamite - North
3260,3260,217021428,Corangamite - South
3264,3264,217021427,Corangamite - North
3265,3265,217021427,Corangamite - North
3265,3265,217021428,Corangamite - South
3265,3265,217021429,Moyne - East
3266,3266,217021426,Colac Region
3266,3266,217021427,Corangamite - North
3266,3266,217021428,Corangamite - South
3266,3266,217021431,Otway
3267,3267,217021428,Corangamite - South
3268,3268,217021428,Corangamite - South
3268,3268,217021429,Moyne - East
3269,3269,217021428,Corangamite - South
3270,3270,217021428,Corangamite - South
3270,3270,217021429,Moyne - East
3271,3271,215011387,Ararat Region
3271,3271,217021427,Corangamite - North
3271,3271,217021429,Moyne - East
3272,3272,215011387,Ararat Region
3272,3272,217021429,Moyne - East
3273,3273,217021429,Moyne - East
3274,3274,217021429,Moyne - East
3275,3275,217021430,Moyne - West
3275,3275,217021432,Warrnambool - North
3276,3276,217021429,Moyne - East
3277,3277,217021429,Moyne - East
3277,3277,217021433,Warrnambool - South
3278,3278,217021429,Moyne - East
3279,3279,217021429,Moyne - East
3280,3280,217021432,Warrnambool - North
3280,3280,217021433,Warrnambool - South
3281,3281,217021429,Moyne - East
3281,3281,217021432,Warrnambool - North
3282,3282,217021429,Moyne - East
3282,3282,217021430,Moyne - West
3283,3283,217021430,Moyne - West
3284,3284,217021430,Moyne - West
3285,3285,217011420,Glenelg (Vic.)
3285,3285,217021430,Moyne - West
3286,3286,217011420,Glenelg (Vic.)
3286,3286,217021430,Moyne - West
3287,3287,217021430,Moyne - West
3289,3289,217011423,Southern Grampians
3289,3289,217021429,Moyne - East
3289,3289,217021430,Moyne - West
3292,3292,217011420,Glenelg (Vic.)
3293,3293,215011387,Ararat Region
3293,3293,217011423,Southern Grampians
3293,3293,217021429,Moyne - East
3294,3294,215011387,Ararat Region
3294,3294,217011423,Southern Grampians
3300,3300,217011421,Hamilton (Vic.)
3300,3300,217011423,Southern Grampians
3301,3301,217011420,Glenelg (Vic.)
3301,3301,217011423,Southern Grampians
3301,3301,217021430,Moyne - West
3302,3302,217011420,Glenelg (Vic.)
3302,3302,217011423,Southern Grampians
3303,3303,217011420,Glenelg (Vic.)
3304,3304,217011420,Glenelg (Vic.)
3304,3304,217021430,Moyne - West
3305,3305,217011420,Glenelg (Vic.)
3305,3305,217011422,Portland
3309,3309,217011420,Glenelg (Vic.)
3310,3310,217011420,Glenelg (Vic.)
3311,3311,217011420,Glenelg (Vic.)
3312,3312,215011393,West Wimmera
3312,3312,217011420,Glenelg (Vic.)
3312,3312,217011423,Southern Grampians
3314,3314,217011423,Southern Grampians
3315,3315,217011420,Glenelg (Vic.)
3315,3315,217011423,Southern Grampians
3317,3317,215011393,West Wimmera
3317,3317,217011423,Southern Grampians
3318,3318,215011393,West Wimmera
3318,3318,407021155,Naracoorte Region
3319,3319,215011393,West Wimmera
3321,3321,203011035,Golden Plains - South
3321,3321,203011036,Winchelsea
3321,3321,217021426,Colac Region
3322,3322,203011035,Golden Plains - South
3322,3322,217021426,Colac Region
3322,3322,217021427,Corangamite - North
3323,3323,217021427,Corangamite - North
3324,3324,201031015,Golden Plains - North
3324,3324,217021427,Corangamite - North
3325,3325,201031014,Beaufort
3325,3325,217021427,Corangamite - North
3328,3328,203011035,Golden Plains - South
3329,3329,203011035,Golden Plains - South
3329,3329,217021426,Colac Region
3330,3330,203011035,Golden Plains - South
3331,3331,203011034,Bannockburn
3331,3331,203011035,Golden Plains - South
3332,3332,203011035,Golden Plains - South
3333,3333,201021012,Gordon (Vic.)
3333,3333,203011035,Golden Plains - South
3334,3334,201021012,Gordon (Vic.)
3334,3334,203011035,Golden Plains - South
3335,3335,213041355,Hillside
3335,3335,213041356,Melton
3335,3335,213041359,Rockbank - Mount Cottrell
3335,3335,213041360,Taylors Hill
3337,3337,210021232,Gisborne
3337,3337,213041356,Melton
3337,3337,213041358,Melton West
3338,3338,213041357,Melton South
3338,3338,213051369,Wyndham Vale
3340,3340,201021009,Bacchus Marsh Region
3340,3340,203021043,Lara
3340,3340,213041353,Bacchus Marsh
3340,3340,213041357,Melton South
3341,3341,201021009,Bacchus Marsh Region
3341,3341,213041353,Bacchus Marsh
3342,3342,201021009,Bacchus Marsh Region
3342,3342,201021012,Gordon (Vic.)
3342,3342,203011035,Golden Plains - South
3345,3345,201021012,Gordon (Vic.)
3350,3350,201011001,Alfredton
3350,3350,201011002,Ballarat
3350,3350,201011003,Ballarat - North
3350,3350,201011004,Ballarat - South
3350,3350,201011005,Buninyong
3351,3351,201011006,Delacombe
3351,3351,201011007,Smythes Creek
3351,3351,201031014,Beaufort
3351,3351,201031015,Golden Plains - North
3351,3351,203011035,Golden Plains - South
3351,3351,215011387,Ararat Region
3351,3351,217021429,Moyne - East
3352,3352,201011001,Alfredton
3352,3352,201011003,Ballarat - North
3352,3352,201011005,Buninyong
3352,3352,201011006,Delacombe
3352,3352,201011007,Smythes Creek
3352,3352,201011008,Wendouree - Miners Rest
3352,3352,201021010,Creswick - Clunes
3352,3352,201021012,Gordon (Vic.)
3352,3352,201031013,Avoca
3352,3352,201031014,Beaufort
3352,3352,201031015,Golden Plains - North
3352,3352,203011035,Golden Plains - South
3352,3352,217021427,Corangamite - North
3355,3355,201011002,Ballarat
3355,3355,201011008,Wendouree - Miners Rest
3356,3356,201011001,Alfredton
3356,3356,201011004,Ballarat - South
3356,3356,201011006,Delacombe
3357,3357,201011005,Buninyong
3360,3360,201031014,Beaufort
3360,3360,201031015,Golden Plains - North
3360,3360,217021427,Corangamite - North
3361,3361,201031014,Beaufort
3361,3361,215011387,Ararat Region
3361,3361,217021427,Corangamite - North
3363,3363,201021010,Creswick - Clunes
3363,3363,201021011,Daylesford
3364,3364,201021010,Creswick - Clunes
3364,3364,201021011,Daylesford
3364,3364,201021012,Gordon (Vic.)
3364,3364,202021028,Castlemaine Region
3370,3370,201021010,Creswick - Clunes
3370,3370,201031017,Maryborough Region
3371,3371,201021010,Creswick - Clunes
3371,3371,201031013,Avoca
3371,3371,201031017,Maryborough Region
3373,3373,201031014,Beaufort
3373,3373,215011387,Ararat Region
3374,3374,215011387,Ararat Region
3374,3374,215011392,Stawell
3375,3375,201031014,Beaufort
3375,3375,215011387,Ararat Region
3377,3377,201031013,Avoca
3377,3377,215011386,Ararat
3377,3377,215011387,Ararat Region
3377,3377,215011392,Stawell
3378,3378,215011387,Ararat Region
3379,3379,215011387,Ararat Region
3379,3379,217021429,Moyne - East
3380,3380,215011392,Stawell
3381,3381,215011387,Ararat Region
3381,3381,215011392,Stawell
3384,3384,201031013,Avoca
3384,3384,215011391,St Arnaud
3384,3384,215011392,Stawell
3385,3385,215011389,Horsham Region
3385,3385,215011392,Stawell
3385,3385,215011394,Yarriambiack
3387,3387,215011391,St Arnaud
3387,3387,215011392,Stawell
3388,3388,215011391,St Arnaud
3388,3388,215011394,Yarriambiack
3390,3390,215011389,Horsham Region
3390,3390,215011394,Yarriambiack
3391,3391,215011394,Yarriambiack
3392,3392,215011394,Yarriambiack
3393,3393,215011390,Nhill Region
3393,3393,215011394,Yarriambiack
3393,3393,215031400,Buloke
3395,3395,215011390,Nhill Region
3395,3395,215011394,Yarriambiack
3395,3395,215031400,Buloke
3396,3396,215011394,Yarriambiack
3400,3400,215011388,Horsham
3401,3401,215011388,Horsham
3401,3401,215011389,Horsham Region
3401,3401,215011390,Nhill Region
3401,3401,215011393,West Wimmera
3401,3401,215011394,Yarriambiack
3401,3401,217011423,Southern Grampians
3407,3407,217011423,Southern Grampians
3409,3409,215011389,Horsham Region
3409,3409,215011393,West Wimmera
3412,3412,215011393,West Wimmera
3413,3413,215011393,West Wimmera
3414,3414,215011390,Nhill Region
3415,3415,215011390,Nhill Region
3418,3418,215011390,Nhill Region
3419,3419,215011390,Nhill Region
3420,3420,215011390,Nhill Region
3423,3423,215011390,Nhill Region
3424,3424,215011390,Nhill Region
3424,3424,215011394,Yarriambiack
3427,3427,210041241,Sunbury - South
3427,3427,213041356,Melton
3428,3428,210051246,Greenvale - Bulla
3429,3429,210021232,Gisborne
3429,3429,210041240,Sunbury
3429,3429,210041241,Sunbury - South
3430,3430,210021235,Romsey
3430,3430,210041240,Sunbury
3431,3431,210021234,Riddells Creek
3431,3431,210041241,Sunbury - South
3432,3432,210021235,Romsey
3433,3433,210021235,Romsey
3434,3434,210021234,Riddells Creek
3434,3434,210021235,Romsey
3435,3435,202021030,Kyneton
3435,3435,204011060,Seymour Region
3435,3435,210021235,Romsey
3437,3437,202021031,Woodend
3437,3437,210021232,Gisborne
3437,3437,210021233,Macedon
3438,3438,210021232,Gisborne
3440,3440,202021031,Woodend
3440,3440,210021233,Macedon
3441,3441,210021233,Macedon
3441,3441,210021234,Riddells Creek
3442,3442,202021030,Kyneton
3442,3442,202021031,Woodend
3442,3442,210021235,Romsey
3444,3444,201021011,Daylesford
3444,3444,202021026,Bendigo Region - South
3444,3444,202021028,Castlemaine Region
3444,3444,202021029,Heathcote
3444,3444,202021030,Kyneton
3444,3444,204011060,Seymour Region
3446,3446,201021011,Daylesford
3446,3446,202021028,Castlemaine Region
3446,3446,202021030,Kyneton
3447,3447,201021011,Daylesford
3447,3447,202021028,Castlemaine Region
3447,3447,202021030,Kyneton
3448,3448,202021028,Castlemaine Region
3450,3450,202021027,Castlemaine
3450,3450,202021028,Castlemaine Region
3451,3451,201021011,Daylesford
3451,3451,202021027,Castlemaine
3451,3451,202021028,Castlemaine Region
3453,3453,202021026,Bendigo Region - South
3453,3453,202021028,Castlemaine Region
3458,3458,201021009,Bacchus Marsh Region
3458,3458,201021011,Daylesford
3458,3458,202021030,Kyneton
3458,3458,202021031,Woodend
3460,3460,201021011,Daylesford
3461,3461,201021011,Daylesford
3461,3461,201021012,Gordon (Vic.)
3461,3461,202021028,Castlemaine Region
3461,3461,202021030,Kyneton
3462,3462,202021028,Castlemaine Region
3463,3463,202021026,Bendigo Region - South
3463,3463,202021028,Castlemaine Region
3463,3463,202031033,Loddon
3464,3464,201031017,Maryborough Region
3465,3465,201031013,Avoca
3465,3465,201031016,Maryborough (Vic.)
3465,3465,201031017,Maryborough Region
3465,3465,215011391,St Arnaud
3467,3467,201031013,Avoca
3468,3468,201031013,Avoca
3468,3468,201031014,Beaufort
3469,3469,201031013,Avoca
3469,3469,201031014,Beaufort
3472,3472,201031017,Maryborough Region
3472,3472,202021028,Castlemaine Region
3472,3472,202031033,Loddon
3475,3475,201031017,Maryborough Region
3475,3475,202031033,Loddon
3475,3475,215011391,St Arnaud
3477,3477,201031013,Avoca
3477,3477,202031033,Loddon
3477,3477,215011391,St Arnaud
3477,3477,215031400,Buloke
3478,3478,201031013,Avoca
3478,3478,215011391,St Arnaud
3478,3478,215031400,Buloke
3480,3480,215011391,St Arnaud
3480,3480,215011394,Yarriambiack
3480,3480,215031400,Buloke
3482,3482,215031400,Buloke
3483,3483,215031400,Buloke
3485,3485,215011394,Yarriambiack
3485,3485,215031400,Buloke
3487,3487,215011394,Yarriambiack
3487,3487,215031400,Buloke
3488,3488,215011394,Yarriambiack
3488,3488,215031400,Buloke
3489,3489,215011394,Yarriambiack
3489,3489,215021398,Mildura Region
3490,3490,109021179,Wentworth-Balranald Region
3490,3490,215021398,Mildura Region
3491,3491,215011394,Yarriambiack
3491,3491,215021398,Mildura Region
3494,3494,109021179,Wentworth-Balranald Region
3494,3494,215021398,Mildura Region
3496,3496,215021396,Merbein
3496,3496,215021398,Mildura Region
3496,3496,215021399,Red Cliffs
3498,3498,109021178,Wentworth - Buronga
3498,3498,215021395,Irymple
3498,3498,215021397,Mildura
3500,3500,215021396,Merbein
3500,3500,215021397,Mildura
3500,3500,215021398,Mildura Region
3501,3501,109021178,Wentworth - Buronga
3501,3501,215021395,Irymple
3501,3501,215021397,Mildura
3501,3501,215021398,Mildura Region
3505,3505,109021178,Wentworth - Buronga
3505,3505,215021396,Merbein
3505,3505,215021398,Mildura Region
3506,3506,215021398,Mildura Region
3507,3507,215021398,Mildura Region
3509,3509,215021398,Mildura Region
3512,3512,215021398,Mildura Region
3515,3515,202021026,Bendigo Region - South
3515,3515,202031033,Loddon
3516,3516,202021026,Bendigo Region - South
3516,3516,202031033,Loddon
3517,3517,202031033,Loddon
3518,3518,202031033,Loddon
3518,3518,215031400,Buloke
3520,3520,202031033,Loddon
3521,3521,204011060,Seymour Region
3522,3522,204011060,Seymour Region
3523,3523,202021029,Heathcote
3523,3523,204011058,Nagambie
3523,3523,204011060,Seymour Region
3523,3523,216011410,Rushworth
3525,3525,202031033,Loddon
3525,3525,215031400,Buloke
3527,3527,202031033,Loddon
3527,3527,215031400,Buloke
3527,3527,215031401,Gannawarra
3529,3529,215031400,Buloke
3530,3530,215031400,Buloke
3531,3531,215031400,Buloke
3533,3533,215021398,Mildura Region
3533,3533,215031400,Buloke
3537,3537,202031033,Loddon
3540,3540,215031401,Gannawarra
3542,3542,215031400,Buloke
3542,3542,215031401,Gannawarra
3544,3544,215031400,Buloke
3544,3544,215031405,Swan Hill Region
3546,3546,215031405,Swan Hill Region
3549,3549,109021179,Wentworth-Balranald Region
3549,3549,215031403,Robinvale
3549,3549,215031405,Swan Hill Region
3550,3550,202011018,Bendigo
3550,3550,202011019,California Gully - Eaglehawk
3550,3550,202011020,East Bendigo - Kennington
3550,3550,202011021,Flora Hill - Spring Gully
3550,3550,202011025,White Hills - Ascot
3551,3551,201031017,Maryborough Region
3551,3551,202011019,California Gully - Eaglehawk
3551,3551,202011020,East Bendigo - Kennington
3551,3551,202011023,Maiden Gully
3551,3551,202011024,Strathfieldsaye
3551,3551,202011025,White Hills - Ascot
3551,3551,202021026,Bendigo Region - South
3551,3551,202021029,Heathcote
3551,3551,202031032,Bendigo Region - North
3551,3551,202031033,Loddon
3551,3551,216011410,Rushworth
3555,3555,202011022,Kangaroo Flat - Golden Square
